ImmGenATAC1219.peak_19	human531027
ImmGenATAC1219.peak_148178	human350464
ImmGenATAC1219.peak_148179	human350463
ImmGenATAC1219.peak_148195	human350444
ImmGenATAC1219.peak_148205	human350405
ImmGenATAC1219.peak_148209	human350397
ImmGenATAC1219.peak_148210	human350396
ImmGenATAC1219.peak_148212	human350395
ImmGenATAC1219.peak_148231	human350377
ImmGenATAC1219.peak_148239	human350372
ImmGenATAC1219.peak_148241	human350371
ImmGenATAC1219.peak_148244	human350366
ImmGenATAC1219.peak_148245	human350362
ImmGenATAC1219.peak_148255	human350359
ImmGenATAC1219.peak_148259	human350354
ImmGenATAC1219.peak_148261	human350353
ImmGenATAC1219.peak_148262	human350352
ImmGenATAC1219.peak_148264	human350351
ImmGenATAC1219.peak_148265	human350350
ImmGenATAC1219.peak_148266	human350349
ImmGenATAC1219.peak_148271	human350346
ImmGenATAC1219.peak_148278	human442750
ImmGenATAC1219.peak_148284	human350343
ImmGenATAC1219.peak_148286	human350340
ImmGenATAC1219.peak_148301	human350328
ImmGenATAC1219.peak_148312	human350320
ImmGenATAC1219.peak_148313	human350319
ImmGenATAC1219.peak_148314	human350318
ImmGenATAC1219.peak_148323	human350312
ImmGenATAC1219.peak_148325	human350308
ImmGenATAC1219.peak_148326	human350307
ImmGenATAC1219.peak_148328	human350306
ImmGenATAC1219.peak_148332	human350303
ImmGenATAC1219.peak_148333	human350302
ImmGenATAC1219.peak_148342	human350287
ImmGenATAC1219.peak_148344	human350285
ImmGenATAC1219.peak_148350	human350281
ImmGenATAC1219.peak_148354	human350280
ImmGenATAC1219.peak_148367	human350277
ImmGenATAC1219.peak_148368	human350276
ImmGenATAC1219.peak_148378	human350269
ImmGenATAC1219.peak_148392	human350266
ImmGenATAC1219.peak_148395	human350262
ImmGenATAC1219.peak_148416	human350249
ImmGenATAC1219.peak_148417	human350248
ImmGenATAC1219.peak_148419	human350247
ImmGenATAC1219.peak_148424	human350244
ImmGenATAC1219.peak_148457	human350239
ImmGenATAC1219.peak_148459	human350238
ImmGenATAC1219.peak_148465	human350232
ImmGenATAC1219.peak_148470	human350223
ImmGenATAC1219.peak_148474	human350216
ImmGenATAC1219.peak_148476	human350213
ImmGenATAC1219.peak_148478	human350211
ImmGenATAC1219.peak_148480	human350209
ImmGenATAC1219.peak_148481	human350204
ImmGenATAC1219.peak_148484	human350197
ImmGenATAC1219.peak_148488	human350193
ImmGenATAC1219.peak_148490	human350192
ImmGenATAC1219.peak_148494	human350187
ImmGenATAC1219.peak_148495	human350185
ImmGenATAC1219.peak_148505	human350170
ImmGenATAC1219.peak_148506	human350169
ImmGenATAC1219.peak_148508	human350168
ImmGenATAC1219.peak_148510	human350167
ImmGenATAC1219.peak_148511	human350166
ImmGenATAC1219.peak_148512	human350165
ImmGenATAC1219.peak_148514	human350164
ImmGenATAC1219.peak_148516	human350161
ImmGenATAC1219.peak_148517	human350160
ImmGenATAC1219.peak_148521	human350158
ImmGenATAC1219.peak_148523	human350157
ImmGenATAC1219.peak_148524	human350156
ImmGenATAC1219.peak_148526	human350155
ImmGenATAC1219.peak_148527	human350153
ImmGenATAC1219.peak_148529	human350152
ImmGenATAC1219.peak_148530	human350151
ImmGenATAC1219.peak_148532	human350149
ImmGenATAC1219.peak_148533	human350144
ImmGenATAC1219.peak_148534	human350143
ImmGenATAC1219.peak_148536	human350142
ImmGenATAC1219.peak_148538	human350141
ImmGenATAC1219.peak_148541	human350137
ImmGenATAC1219.peak_148542	human350134
ImmGenATAC1219.peak_148543	human350131
ImmGenATAC1219.peak_148545	human350128
ImmGenATAC1219.peak_148546	human350127
ImmGenATAC1219.peak_148549	human350126
ImmGenATAC1219.peak_148551	human350125
ImmGenATAC1219.peak_148553	human350120
ImmGenATAC1219.peak_148554	human350119
ImmGenATAC1219.peak_148555	human350118
ImmGenATAC1219.peak_148557	human350115
ImmGenATAC1219.peak_148558	human350114
ImmGenATAC1219.peak_148561	human350109
ImmGenATAC1219.peak_148562	human350108
ImmGenATAC1219.peak_148569	human350099
ImmGenATAC1219.peak_148571	human350098
ImmGenATAC1219.peak_148572	human350093
ImmGenATAC1219.peak_148578	human350084
ImmGenATAC1219.peak_148579	human350083
ImmGenATAC1219.peak_148581	human350082
ImmGenATAC1219.peak_148582	human350081
ImmGenATAC1219.peak_148598	human350064
ImmGenATAC1219.peak_148605	human350055
ImmGenATAC1219.peak_148607	human350054
ImmGenATAC1219.peak_148608	human350053
ImmGenATAC1219.peak_148610	human350052
ImmGenATAC1219.peak_148612	human350051
ImmGenATAC1219.peak_148625	human350035
ImmGenATAC1219.peak_148627	human350034
ImmGenATAC1219.peak_148630	human350028
ImmGenATAC1219.peak_148632	human350027
ImmGenATAC1219.peak_148636	human350024
ImmGenATAC1219.peak_148637	human350020
ImmGenATAC1219.peak_148641	human350007
ImmGenATAC1219.peak_148650	human349989
ImmGenATAC1219.peak_148653	human349988
ImmGenATAC1219.peak_148654	human349986
ImmGenATAC1219.peak_148656	human349985
ImmGenATAC1219.peak_148666	human349967
ImmGenATAC1219.peak_148668	human349966
ImmGenATAC1219.peak_148669	human349962
ImmGenATAC1219.peak_148672	human349955
ImmGenATAC1219.peak_148682	human349933
ImmGenATAC1219.peak_148683	human349932
ImmGenATAC1219.peak_148684	human349929
ImmGenATAC1219.peak_148695	human349903
ImmGenATAC1219.peak_148696	human349902
ImmGenATAC1219.peak_148697	human349898
ImmGenATAC1219.peak_148699	human349895
ImmGenATAC1219.peak_148700	human349894
ImmGenATAC1219.peak_148701	human349893
ImmGenATAC1219.peak_148705	human349888
ImmGenATAC1219.peak_148712	human349885
ImmGenATAC1219.peak_148716	human349881
ImmGenATAC1219.peak_148719	human349880
ImmGenATAC1219.peak_148720	human349879
ImmGenATAC1219.peak_148724	human349875
ImmGenATAC1219.peak_148725	human349874
ImmGenATAC1219.peak_148727	human349873
ImmGenATAC1219.peak_148729	human349872
ImmGenATAC1219.peak_148731	human349867
ImmGenATAC1219.peak_148734	human349865
ImmGenATAC1219.peak_148736	human349864
ImmGenATAC1219.peak_148737	human349862
ImmGenATAC1219.peak_148740	human349857
ImmGenATAC1219.peak_148741	human349855
ImmGenATAC1219.peak_148742	human349854
ImmGenATAC1219.peak_148746	human349849
ImmGenATAC1219.peak_148748	human349848
ImmGenATAC1219.peak_148753	human349841
ImmGenATAC1219.peak_148754	human349840
ImmGenATAC1219.peak_148755	human349839
ImmGenATAC1219.peak_148756	human349838
ImmGenATAC1219.peak_148760	human349814
ImmGenATAC1219.peak_148763	human349784
ImmGenATAC1219.peak_148770	human349778
ImmGenATAC1219.peak_148778	human340269
ImmGenATAC1219.peak_148780	human340270
ImmGenATAC1219.peak_148781	human340271
ImmGenATAC1219.peak_148787	human340277
ImmGenATAC1219.peak_148792	human340278
ImmGenATAC1219.peak_148796	human340285
ImmGenATAC1219.peak_148797	human340286
ImmGenATAC1219.peak_148798	human340287
ImmGenATAC1219.peak_148800	human340289
ImmGenATAC1219.peak_148802	human340293
ImmGenATAC1219.peak_148806	human340300
ImmGenATAC1219.peak_148811	human340304
ImmGenATAC1219.peak_148817	human340307
ImmGenATAC1219.peak_148819	human340308
ImmGenATAC1219.peak_148820	human340309
ImmGenATAC1219.peak_148822	human340314
ImmGenATAC1219.peak_148823	human340315
ImmGenATAC1219.peak_148828	human340320
ImmGenATAC1219.peak_148830	human340322
ImmGenATAC1219.peak_148832	human340323
ImmGenATAC1219.peak_148837	human340327
ImmGenATAC1219.peak_148844	human340330
ImmGenATAC1219.peak_148846	human340332
ImmGenATAC1219.peak_148847	human340333
ImmGenATAC1219.peak_148848	human340334
ImmGenATAC1219.peak_148849	human340335
ImmGenATAC1219.peak_148852	human340347
ImmGenATAC1219.peak_148853	human340348
ImmGenATAC1219.peak_148854	human340349
ImmGenATAC1219.peak_148861	human340366
ImmGenATAC1219.peak_148866	human340370
ImmGenATAC1219.peak_148868	human340371
ImmGenATAC1219.peak_148869	human340372
ImmGenATAC1219.peak_148870	human340375
ImmGenATAC1219.peak_148874	human340387
ImmGenATAC1219.peak_148875	human340393
ImmGenATAC1219.peak_148879	human340398
ImmGenATAC1219.peak_148883	human340401
ImmGenATAC1219.peak_148896	human340410
ImmGenATAC1219.peak_148900	human340412
ImmGenATAC1219.peak_148904	human340413
ImmGenATAC1219.peak_148911	human340416
ImmGenATAC1219.peak_148912	human340417
ImmGenATAC1219.peak_148913	human340418
ImmGenATAC1219.peak_148917	human340427
ImmGenATAC1219.peak_148920	human340433
ImmGenATAC1219.peak_148927	human340437
ImmGenATAC1219.peak_148928	human340438
ImmGenATAC1219.peak_148932	human340444
ImmGenATAC1219.peak_148937	human340447
ImmGenATAC1219.peak_148939	human340448
ImmGenATAC1219.peak_148944	human340452
ImmGenATAC1219.peak_148947	human340453
ImmGenATAC1219.peak_148958	human340461
ImmGenATAC1219.peak_148959	human340462
ImmGenATAC1219.peak_148965	human340468
ImmGenATAC1219.peak_148967	human340469
ImmGenATAC1219.peak_148974	human340582
ImmGenATAC1219.peak_148979	human340601
ImmGenATAC1219.peak_148984	human340639
ImmGenATAC1219.peak_148986	human340640
ImmGenATAC1219.peak_148988	human340649
ImmGenATAC1219.peak_148991	human340654
ImmGenATAC1219.peak_148994	human340661
ImmGenATAC1219.peak_148996	human340662
ImmGenATAC1219.peak_148999	human340666
ImmGenATAC1219.peak_149009	human340681
ImmGenATAC1219.peak_149010	human340682
ImmGenATAC1219.peak_149016	human340685
ImmGenATAC1219.peak_149017	human340686
ImmGenATAC1219.peak_149023	human340695
ImmGenATAC1219.peak_149031	human340704
ImmGenATAC1219.peak_149036	human340709
ImmGenATAC1219.peak_149039	human340712
ImmGenATAC1219.peak_149043	human340733
ImmGenATAC1219.peak_149044	human340734
ImmGenATAC1219.peak_149048	human340737
ImmGenATAC1219.peak_149051	human340744
ImmGenATAC1219.peak_149053	human340745
ImmGenATAC1219.peak_149059	human340767
ImmGenATAC1219.peak_149068	human61317
ImmGenATAC1219.peak_149072	human61323
ImmGenATAC1219.peak_149073	human61325
ImmGenATAC1219.peak_149074	human61328
ImmGenATAC1219.peak_149076	human61329
ImmGenATAC1219.peak_149101	human61280
ImmGenATAC1219.peak_149105	human61274
ImmGenATAC1219.peak_149108	human61267
ImmGenATAC1219.peak_149113	human61256
ImmGenATAC1219.peak_149125	human61235
ImmGenATAC1219.peak_149129	human61230
ImmGenATAC1219.peak_149130	human61227
ImmGenATAC1219.peak_149134	human61224
ImmGenATAC1219.peak_149143	human61218
ImmGenATAC1219.peak_149145	human61217
ImmGenATAC1219.peak_149146	human61215
ImmGenATAC1219.peak_149151	human61211
ImmGenATAC1219.peak_149154	human61210
ImmGenATAC1219.peak_149162	human61205
ImmGenATAC1219.peak_149169	human61186
ImmGenATAC1219.peak_149172	human61184
ImmGenATAC1219.peak_149196	human61145
ImmGenATAC1219.peak_149197	human61144
ImmGenATAC1219.peak_149208	human61129
ImmGenATAC1219.peak_149235	human61103
ImmGenATAC1219.peak_149239	human61102
ImmGenATAC1219.peak_149240	human61101
ImmGenATAC1219.peak_149244	human61090
ImmGenATAC1219.peak_149246	human61089
ImmGenATAC1219.peak_149248	human61086
ImmGenATAC1219.peak_149250	human61081
ImmGenATAC1219.peak_149266	human61062
ImmGenATAC1219.peak_149278	human61056
ImmGenATAC1219.peak_149281	human61049
ImmGenATAC1219.peak_149291	human61043
ImmGenATAC1219.peak_149292	human61042
ImmGenATAC1219.peak_149300	human61036
ImmGenATAC1219.peak_149304	human61034
ImmGenATAC1219.peak_149307	human61033
ImmGenATAC1219.peak_149309	human61031
ImmGenATAC1219.peak_149323	human61022
ImmGenATAC1219.peak_149326	human61020
ImmGenATAC1219.peak_149335	human61013
ImmGenATAC1219.peak_149338	human61010
ImmGenATAC1219.peak_149360	human61003
ImmGenATAC1219.peak_149366	human61001
ImmGenATAC1219.peak_149373	human60990
ImmGenATAC1219.peak_149389	human60978
ImmGenATAC1219.peak_149403	human60973
ImmGenATAC1219.peak_149408	human60971
ImmGenATAC1219.peak_149410	human60962
ImmGenATAC1219.peak_149415	human60959
ImmGenATAC1219.peak_149416	human60958
ImmGenATAC1219.peak_149417	human60957
ImmGenATAC1219.peak_149418	human60956
ImmGenATAC1219.peak_149424	human60949
ImmGenATAC1219.peak_149435	human60940
ImmGenATAC1219.peak_149436	human60939
ImmGenATAC1219.peak_149439	human60935
ImmGenATAC1219.peak_149445	human60928
ImmGenATAC1219.peak_149446	human60927
ImmGenATAC1219.peak_149448	human60921
ImmGenATAC1219.peak_149449	human60918
ImmGenATAC1219.peak_149453	human60913
ImmGenATAC1219.peak_149454	human60912
ImmGenATAC1219.peak_149456	human60910
ImmGenATAC1219.peak_149475	human60888
ImmGenATAC1219.peak_149481	human60885
ImmGenATAC1219.peak_149483	human60882
ImmGenATAC1219.peak_149484	human60881
ImmGenATAC1219.peak_149485	human60880
ImmGenATAC1219.peak_149487	human60879
ImmGenATAC1219.peak_149490	human60877
ImmGenATAC1219.peak_149491	human60874
ImmGenATAC1219.peak_149493	human60868
ImmGenATAC1219.peak_149494	human60866
ImmGenATAC1219.peak_149496	human60864
ImmGenATAC1219.peak_149497	human60857
ImmGenATAC1219.peak_149498	human60855
ImmGenATAC1219.peak_149499	human60854
ImmGenATAC1219.peak_149508	human60837
ImmGenATAC1219.peak_149511	human60833
ImmGenATAC1219.peak_149513	human60826
ImmGenATAC1219.peak_149515	human60824
ImmGenATAC1219.peak_149517	human60820
ImmGenATAC1219.peak_149518	human60818
ImmGenATAC1219.peak_149520	human60814
ImmGenATAC1219.peak_149534	human60792
ImmGenATAC1219.peak_149539	human60783
ImmGenATAC1219.peak_149540	human60782
ImmGenATAC1219.peak_149541	human60779
ImmGenATAC1219.peak_149543	human60778
ImmGenATAC1219.peak_149545	human60766
ImmGenATAC1219.peak_149559	human60757
ImmGenATAC1219.peak_149566	human60750
ImmGenATAC1219.peak_149569	human60748
ImmGenATAC1219.peak_149616	human60717
ImmGenATAC1219.peak_149617	human60715
ImmGenATAC1219.peak_149622	human60711
ImmGenATAC1219.peak_149623	human60706
ImmGenATAC1219.peak_149639	human60679
ImmGenATAC1219.peak_149641	human60669
ImmGenATAC1219.peak_149643	human60667
ImmGenATAC1219.peak_149644	human60665
ImmGenATAC1219.peak_149649	human60658
ImmGenATAC1219.peak_149650	human60657
ImmGenATAC1219.peak_149666	human60633
ImmGenATAC1219.peak_149698	human60560
ImmGenATAC1219.peak_149704	human60500
ImmGenATAC1219.peak_149705	human60497
ImmGenATAC1219.peak_149710	human60437
ImmGenATAC1219.peak_149714	human60417
ImmGenATAC1219.peak_149716	human60416
ImmGenATAC1219.peak_149720	human60404
ImmGenATAC1219.peak_149721	human60393
ImmGenATAC1219.peak_149722	human60392
ImmGenATAC1219.peak_149723	human60387
ImmGenATAC1219.peak_149725	human68682
ImmGenATAC1219.peak_149731	human68677
ImmGenATAC1219.peak_149746	human68668
ImmGenATAC1219.peak_149748	human68667
ImmGenATAC1219.peak_149751	human68666
ImmGenATAC1219.peak_149754	human68661
ImmGenATAC1219.peak_149769	human68638
ImmGenATAC1219.peak_149770	human68637
ImmGenATAC1219.peak_149773	human68624
ImmGenATAC1219.peak_149774	human68623
ImmGenATAC1219.peak_149775	human68620
ImmGenATAC1219.peak_149777	human68618
ImmGenATAC1219.peak_149784	human68608
ImmGenATAC1219.peak_149813	human68580
ImmGenATAC1219.peak_149814	human68578
ImmGenATAC1219.peak_149816	human68577
ImmGenATAC1219.peak_149819	human68573
ImmGenATAC1219.peak_149820	human68572
ImmGenATAC1219.peak_149824	human68571
ImmGenATAC1219.peak_149834	human68563
ImmGenATAC1219.peak_149835	human68562
ImmGenATAC1219.peak_149837	human68560
ImmGenATAC1219.peak_149842	human68550
ImmGenATAC1219.peak_149843	human68549
ImmGenATAC1219.peak_149844	human68547
ImmGenATAC1219.peak_149845	human68544
ImmGenATAC1219.peak_149846	human68541
ImmGenATAC1219.peak_149847	human68538
ImmGenATAC1219.peak_149849	human68526
ImmGenATAC1219.peak_149850	human68525
ImmGenATAC1219.peak_149862	human68499
ImmGenATAC1219.peak_149867	human68488
ImmGenATAC1219.peak_149870	human68481
ImmGenATAC1219.peak_149871	human68480
ImmGenATAC1219.peak_149874	human68476
ImmGenATAC1219.peak_149875	human68473
ImmGenATAC1219.peak_149878	human68472
ImmGenATAC1219.peak_149888	human68454
ImmGenATAC1219.peak_149890	human68453
ImmGenATAC1219.peak_149891	human68452
ImmGenATAC1219.peak_149903	human68437
ImmGenATAC1219.peak_149904	human68433
ImmGenATAC1219.peak_149905	human68429
ImmGenATAC1219.peak_149907	human68428
ImmGenATAC1219.peak_149908	human68427
ImmGenATAC1219.peak_149912	human68423
ImmGenATAC1219.peak_149944	human68322
ImmGenATAC1219.peak_149947	human68310
ImmGenATAC1219.peak_150030	human68232
ImmGenATAC1219.peak_150035	human68230
ImmGenATAC1219.peak_150040	human369463
ImmGenATAC1219.peak_150060	human68188
ImmGenATAC1219.peak_150062	human68186
ImmGenATAC1219.peak_150067	human68180
ImmGenATAC1219.peak_150075	human68178
ImmGenATAC1219.peak_150085	human68169
ImmGenATAC1219.peak_150086	human68168
ImmGenATAC1219.peak_150097	human68156
ImmGenATAC1219.peak_150099	human68152
ImmGenATAC1219.peak_150103	human68143
ImmGenATAC1219.peak_150108	human68139
ImmGenATAC1219.peak_150114	human68134
ImmGenATAC1219.peak_150115	human68130
ImmGenATAC1219.peak_150117	human68129
ImmGenATAC1219.peak_150128	human68119
ImmGenATAC1219.peak_150130	human68116
ImmGenATAC1219.peak_150133	human68112
ImmGenATAC1219.peak_150136	human68093
ImmGenATAC1219.peak_150138	human68091
ImmGenATAC1219.peak_150142	human68075
ImmGenATAC1219.peak_150143	human68072
ImmGenATAC1219.peak_150144	human68062
ImmGenATAC1219.peak_150147	human68056
ImmGenATAC1219.peak_150152	human68045
ImmGenATAC1219.peak_150156	human68042
ImmGenATAC1219.peak_150157	human68041
ImmGenATAC1219.peak_150162	human68031
ImmGenATAC1219.peak_150164	human68030
ImmGenATAC1219.peak_150170	human68023
ImmGenATAC1219.peak_150171	human68022
ImmGenATAC1219.peak_150173	human68015
ImmGenATAC1219.peak_150174	human68013
ImmGenATAC1219.peak_150180	human68005
ImmGenATAC1219.peak_150182	human68003
ImmGenATAC1219.peak_150187	human67995
ImmGenATAC1219.peak_150223	human67915
ImmGenATAC1219.peak_150225	human67914
ImmGenATAC1219.peak_150227	human67913
ImmGenATAC1219.peak_150230	human67905
ImmGenATAC1219.peak_150256	human67837
ImmGenATAC1219.peak_150258	human67825
ImmGenATAC1219.peak_150261	human67811
ImmGenATAC1219.peak_150262	human67809
ImmGenATAC1219.peak_150265	human67800
ImmGenATAC1219.peak_150269	human67784
ImmGenATAC1219.peak_150278	human67765
ImmGenATAC1219.peak_150279	human67762
ImmGenATAC1219.peak_150280	human67761
ImmGenATAC1219.peak_150281	human67759
ImmGenATAC1219.peak_150284	human67756
ImmGenATAC1219.peak_150290	human67747
ImmGenATAC1219.peak_150294	human67742
ImmGenATAC1219.peak_150297	human67737
ImmGenATAC1219.peak_150298	human67734
ImmGenATAC1219.peak_150299	human67732
ImmGenATAC1219.peak_150302	human67724
ImmGenATAC1219.peak_150303	human67723
ImmGenATAC1219.peak_150305	human67722
ImmGenATAC1219.peak_150306	human67720
ImmGenATAC1219.peak_150311	human67719
ImmGenATAC1219.peak_150315	human67717
ImmGenATAC1219.peak_150316	human67716
ImmGenATAC1219.peak_150318	human67714
ImmGenATAC1219.peak_150319	human67713
ImmGenATAC1219.peak_150321	human67712
ImmGenATAC1219.peak_150322	human67711
ImmGenATAC1219.peak_150328	human67707
ImmGenATAC1219.peak_150332	human67706
ImmGenATAC1219.peak_150333	human67705
ImmGenATAC1219.peak_150335	human67704
ImmGenATAC1219.peak_150339	human67703
ImmGenATAC1219.peak_150340	human67702
ImmGenATAC1219.peak_150342	human67699
ImmGenATAC1219.peak_150343	human67698
ImmGenATAC1219.peak_150345	human67697
ImmGenATAC1219.peak_150346	human67696
ImmGenATAC1219.peak_150349	human67695
ImmGenATAC1219.peak_150351	human67694
ImmGenATAC1219.peak_150352	human67693
ImmGenATAC1219.peak_150353	human67692
ImmGenATAC1219.peak_150354	human67691
ImmGenATAC1219.peak_150355	human67690
ImmGenATAC1219.peak_150356	human67689
ImmGenATAC1219.peak_150357	human67687
ImmGenATAC1219.peak_150358	human67686
ImmGenATAC1219.peak_150359	human67685
ImmGenATAC1219.peak_150360	human67684
ImmGenATAC1219.peak_150362	human67682
ImmGenATAC1219.peak_150363	human67680
ImmGenATAC1219.peak_150365	human67674
ImmGenATAC1219.peak_150368	human67672
ImmGenATAC1219.peak_150375	human67666
ImmGenATAC1219.peak_150376	human67664
ImmGenATAC1219.peak_150379	human67655
ImmGenATAC1219.peak_150380	human67654
ImmGenATAC1219.peak_150390	human67643
ImmGenATAC1219.peak_150391	human67642
ImmGenATAC1219.peak_150397	human67636
ImmGenATAC1219.peak_150404	human67624
ImmGenATAC1219.peak_150406	human67620
ImmGenATAC1219.peak_150408	human67608
ImmGenATAC1219.peak_150412	human67515
ImmGenATAC1219.peak_150423	human505309
